Id,label
4838bc5d-959e-4ed6-96bd-f5b3454c1168,national environmental policy act
cf9c618f-b952-464a-9df3-4d9b23621b97,trends in international mathematics and science study
e199eb30-db88-4045-8f91-77c2771b8b00,trends in international mathematics and science study
8c6b5bdf-7977-4950-9d43-2a993a197a54,national assessment of education progress
d0fa7568-7d8e-4db9-870f-f9c6f668c17b,education longitudinal study
d0fa7568-7d8e-4db9-870f-f9c6f668c17b,national education longitudinal study
87ca5aec-0de7-4088-b845-a3bfa4134a3c,national assessment of education progress
562019a3-7982-49c3-9a07-6d8678994428,census of agriculture
fd864c2a-c5a1-4168-a948-4a360c0af779,common core of data
fd864c2a-c5a1-4168-a948-4a360c0af779,nces common core of data
fd864c2a-c5a1-4168-a948-4a360c0af779,schools and staffing survey
89e91ff0-b3ef-41ce-b880-5a2a04dd26d6,adni
89e91ff0-b3ef-41ce-b880-5a2a04dd26d6,alzheimer s disease neuroimaging initiative adni
b884e684-bde0-41fa-876d-d2b35c4a91b0,national assessment of educational progress
b884e684-bde0-41fa-876d-d2b35c4a91b0,trends in international mathematics and science study
375a0113-26fa-4db6-a11a-732e827a1f69,adni
375a0113-26fa-4db6-a11a-732e827a1f69,alzheimer s disease neuroimaging initiative adni
658f6bb3-a129-482a-9724-d27c7ec7273a,education longitudinal study
658f6bb3-a129-482a-9724-d27c7ec7273a,national education longitudinal study
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,beginning postsecondary student
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,bps data
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,education longitudinal study
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,national education longitudinal study
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,national education longitudinal study of 1988
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,national postsecondary student aid study
f5cbbb74-6f6b-4f66-b86d-a6b22b8a1f45,postsecondary student aid study
a0466f9e-d946-40dd-9be5-aa5ddc55c9b7,sea lake and overland surges from hurricanes
a0466f9e-d946-40dd-9be5-aa5ddc55c9b7,slosh model
07df0c3b-3eae-4109-8651-25bcbbc5a92f,adni
08512a5e-d19b-4c36-bc3a-8f2266f45fda,education longitudinal study
08512a5e-d19b-4c36-bc3a-8f2266f45fda,national assessment of educational progress
08512a5e-d19b-4c36-bc3a-8f2266f45fda,national education longitudinal study
08512a5e-d19b-4c36-bc3a-8f2266f45fda,national education longitudinal study of 1988
4d5ecbd4-2f29-4864-9b45-ea71a1d183fe,program for the international assessment of adult competencies
f3a5004d-87e0-4ef2-b67e-b4a62d5bb371,world ocean database
6047b98e-813b-4b5a-93a4-380113fb05dd,census of agriculture
bddabca6-bae5-4f80-8877-01065f8902a8,trends in international mathematics and science study
cfba5112-798f-4036-83ca-2d652c90a826,baltimore longitudinal study of aging
289b986c-c1d4-47f8-b986-d18d65145112,geographic location
289b986c-c1d4-47f8-b986-d18d65145112,national health interview survey
289b986c-c1d4-47f8-b986-d18d65145112,population estimates
289b986c-c1d4-47f8-b986-d18d65145112,rural urban continuum codes
b8eb0efb-b15b-4dee-9cc0-40b315dc0b3d,adni
b8eb0efb-b15b-4dee-9cc0-40b315dc0b3d,alzheimer s disease neuroimaging initiative adni
2f349b7b-28c4-45f2-b10e-c5eff9195eed,world ocean database
c03a7455-75c6-4be3-83c0-95f4929e20c6,baltimore longitudinal study of aging
9fdedfda-10ec-4280-be18-c3588ed83476,census of agriculture
9fdedfda-10ec-4280-be18-c3588ed83476,clean water act
9fdedfda-10ec-4280-be18-c3588ed83476,usda census of agriculture
a8390de2-baf6-4418-912e-ca574311e346,adni
a8390de2-baf6-4418-912e-ca574311e346,alzheimer s disease neuroimaging initiative adni
83d38546-80cf-43b4-adcd-7efcd08b46a9,baccalaureate and beyond
83d38546-80cf-43b4-adcd-7efcd08b46a9,baccalaureate and beyond longitudinal study
a69f443d-6318-40ef-aa0e-b08c2ec338f8,genome sequence of sars cov 2
a69f443d-6318-40ef-aa0e-b08c2ec338f8,genome sequences of sars cov 2
a69f443d-6318-40ef-aa0e-b08c2ec338f8,sars cov 2 complete genome sequence
a69f443d-6318-40ef-aa0e-b08c2ec338f8,sars cov 2 complete genome sequences
1d035ce4-91ea-461a-97c2-08b48561440f,adni
1d035ce4-91ea-461a-97c2-08b48561440f,alzheimer s disease neuroimaging initiative adni
9bb71a23-c770-4d0e-9a33-cde13aa8a883,noaa tide station
e3d0c324-319d-4971-88e9-1618c35acc42,adni
e3d0c324-319d-4971-88e9-1618c35acc42,alzheimer s disease neuroimaging initiative adni
789c950d-cee9-43fb-a991-8c4cc22c61d5,north american breeding bird survey
789c950d-cee9-43fb-a991-8c4cc22c61d5,north american breeding bird survey bbs
1189d9f3-2652-4b61-bb78-747896832fc2,genome sequences of sars cov 2
9fb9573d-a2d0-43b5-8915-e13d31af4a2b,adni
13217cc3-cf74-496f-9547-f047a12f8a40,census of agriculture
13217cc3-cf74-496f-9547-f047a12f8a40,nass census of agriculture
13217cc3-cf74-496f-9547-f047a12f8a40,wheat data
903cc2e9-1488-43cb-9a0b-b312ea934736,adni
903cc2e9-1488-43cb-9a0b-b312ea934736,alzheimer s disease neuroimaging initiative adni
24a32d75-2f94-47d3-830d-0775b59e7da0,federal funds
24a32d75-2f94-47d3-830d-0775b59e7da0,higher education research and development survey
24a32d75-2f94-47d3-830d-0775b59e7da0,survey of earned doctorates
602844b9-a111-4b76-b748-7446ffc3d72f,baltimore longitudinal study of aging
399f815f-4e4f-4cf4-adc9-342f2fdb105a,our world in data
595df6f1-d55b-4eb6-ba7e-b9f139d82d2b,education longitudinal study
595df6f1-d55b-4eb6-ba7e-b9f139d82d2b,national education longitudinal study
595df6f1-d55b-4eb6-ba7e-b9f139d82d2b,national education longitudinal study of 1988
168d947f-6ada-4ab6-a308-5573d268a2e5,adni
61bdb1f4-b3ea-4d12-b4b3-40064e2b30a4,adni
61bdb1f4-b3ea-4d12-b4b3-40064e2b30a4,alzheimer s disease neuroimaging initiative adni
1912e5a8-192b-4dd4-b5e3-b558a6d9acfd,adni
1912e5a8-192b-4dd4-b5e3-b558a6d9acfd,alzheimer s disease neuroimaging initiative adni
289642bc-c54d-47ab-ab84-0739aa8a91b8,continental margin
289642bc-c54d-47ab-ab84-0739aa8a91b8,world ocean database
2117066f-68c7-49e8-b600-f4ff996c1c15,noaa tide station
2117066f-68c7-49e8-b600-f4ff996c1c15,sea lake and overland surges from hurricanes
2117066f-68c7-49e8-b600-f4ff996c1c15,slosh model
c43a2365-7ed8-4164-b801-fb9268b9bdb9,adni
c43a2365-7ed8-4164-b801-fb9268b9bdb9,alzheimer s disease neuroimaging initiative adni
ed4b5a35-97d7-43f8-baad-a1fc4e47f41f,education longitudinal study
c0615fd5-57c3-4295-913e-37d5de91b099,trends in international mathematics and science study
90cea309-481b-42bf-99d5-00ea9d8b3443,adni
dc68b3f9-ab84-45c9-b1a6-579de9c7c1d2,covid 19 death data
2b5a13fc-314b-4686-966c-add23f33b4c7,adni
2b5a13fc-314b-4686-966c-add23f33b4c7,alzheimer s disease neuroimaging initiative adni
c20036ee-8404-4f0c-b84a-629cc3085757,early childhood longitudinal study
c20036ee-8404-4f0c-b84a-629cc3085757,early childhood longitudinal study birth cohort
c20036ee-8404-4f0c-b84a-629cc3085757,research reports
7aa4d37f-91e6-4af9-930b-184b2c51a631,rural urban continuum codes
87ee78e7-8205-4510-9886-4bff56d1ff1e,clinicaltrials gov
87ee78e7-8205-4510-9886-4bff56d1ff1e,geographic location
87ee78e7-8205-4510-9886-4bff56d1ff1e,immune epitope database and analysis resource iedb
87ee78e7-8205-4510-9886-4bff56d1ff1e,sars cov 2 genome sequence
87ee78e7-8205-4510-9886-4bff56d1ff1e,sars cov 2 genome sequences
65f26a6e-fa07-481f-90e6-f88e9ff69902,baltimore longitudinal study of aging
8f3312c0-4c95-4fb7-9da6-63d5964fa5b1,adni
08c494b6-1570-40c6-99c5-8683456f2cd9,baltimore longitudinal study of aging
8b85f981-8da2-40b1-991c-c418567ae04f,sars cov 2 genome sequence
8b85f981-8da2-40b1-991c-c418567ae04f,sars cov 2 genome sequences
2c28910c-bcdc-45f5-aa8b-c73f893e01c3,progress in international reading literacy study
2c28910c-bcdc-45f5-aa8b-c73f893e01c3,trends in international mathematics and science study
8d605136-f979-482c-b6ac-1cb58241cba1,baltimore longitudinal study of aging
8d605136-f979-482c-b6ac-1cb58241cba1,baltimore longitudinal study of aging blsa
dbf99bf1-8ab9-429e-8db7-71b8026fab0f,adni
dbf99bf1-8ab9-429e-8db7-71b8026fab0f,alzheimer s disease neuroimaging initiative adni
dbf99bf1-8ab9-429e-8db7-71b8026fab0f,clinicaltrials gov
cd2ca948-e762-4460-a557-8fae84423955,national water level observation network
1a52392f-6d77-4cf8-b091-a95f314bec82,facilities management
1a52392f-6d77-4cf8-b091-a95f314bec82,higher education research and development survey
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,baccalaureate and beyond
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,baccalaureate and beyond longitudinal study
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,beginning postsecondary student
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,bps data
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,education longitudinal study
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,high school and beyond
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,national education longitudinal study
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,national education longitudinal study of 1988
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,national postsecondary student aid study
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,national study of postsecondary faculty
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,postsecondary student aid study
ecc1b24e-35b3-4b7e-8c54-c9d42bef16a9,the national longitudinal study of the high school class of 1972
e2d31405-8f63-4b8c-a941-8cc1639f6126,early childhood longitudinal study
e2d31405-8f63-4b8c-a941-8cc1639f6126,fast response survey system
e2d31405-8f63-4b8c-a941-8cc1639f6126,national assessment of educational progress
a4001047-12c2-46aa-b510-5f64ca17507a,geographic location
a4001047-12c2-46aa-b510-5f64ca17507a,rural urban continuum codes
75e10dc3-f366-4cef-9195-8c7fdf6905bd,adni
75e10dc3-f366-4cef-9195-8c7fdf6905bd,alzheimer s disease neuroimaging initiative adni
afd0a2dc-4cc3-4578-91b6-41a9e05f28fd,baltimore longitudinal study of aging
afd0a2dc-4cc3-4578-91b6-41a9e05f28fd,baltimore longitudinal study of aging blsa
7c59bfdb-c889-46a8-aefb-93b7c6d7a47c,genome sequences of sars cov 2
0e597b54-e848-4711-a842-1c0eac63e1a1,adni
0e597b54-e848-4711-a842-1c0eac63e1a1,alzheimer s disease neuroimaging initiative adni
b06ef788-641d-448c-a55e-82d42603b880,agricultural resource management survey
b06ef788-641d-448c-a55e-82d42603b880,census of agriculture
b06ef788-641d-448c-a55e-82d42603b880,clean water act
b06ef788-641d-448c-a55e-82d42603b880,fertilizer use and price
b06ef788-641d-448c-a55e-82d42603b880,irrigated agriculture in the united states
b06ef788-641d-448c-a55e-82d42603b880,major land uses
b06ef788-641d-448c-a55e-82d42603b880,national animal health monitoring system
b06ef788-641d-448c-a55e-82d42603b880,organic production
b06ef788-641d-448c-a55e-82d42603b880,program enrollment
b06ef788-641d-448c-a55e-82d42603b880,rice data
b06ef788-641d-448c-a55e-82d42603b880,summary of business
68b908b7-6a4c-451c-ae48-ac060dd833cc,adni
ef27cd5c-8705-4371-baf1-7fb8591c97c3,early childhood longitudinal study
ef27cd5c-8705-4371-baf1-7fb8591c97c3,national assessment of educational progress
ef27cd5c-8705-4371-baf1-7fb8591c97c3,national assessment of educational progress 2013
68517938-dd7c-4843-b5cb-b986c266ee1c,sars cov 2 genome sequence
68517938-dd7c-4843-b5cb-b986c266ee1c,sars cov 2 genome sequences
8d3a84ce-16aa-4814-aed6-b395386f3530,program enrollment
8d3a84ce-16aa-4814-aed6-b395386f3530,survey of earned doctorates
cc3e921d-6978-40a1-ba4c-441c9373ca18,american community survey
cc3e921d-6978-40a1-ba4c-441c9373ca18,baccalaureate and beyond
cc3e921d-6978-40a1-ba4c-441c9373ca18,current population survey
cc3e921d-6978-40a1-ba4c-441c9373ca18,integrated postsecondary education data system
02bf70be-88d9-416b-99a3-2bcfd1429b2d,early childhood longitudinal study
02bf70be-88d9-416b-99a3-2bcfd1429b2d,early childhood longitudinal study kindergarten class of 1998 99
02bf70be-88d9-416b-99a3-2bcfd1429b2d,education longitudinal study
02bf70be-88d9-416b-99a3-2bcfd1429b2d,national education longitudinal study
02bf70be-88d9-416b-99a3-2bcfd1429b2d,national education longitudinal study of 1988
1dc85605-445f-450d-a7ea-f6cc6dd861a3,american community survey
1dc85605-445f-450d-a7ea-f6cc6dd861a3,common core of data
1dc85605-445f-450d-a7ea-f6cc6dd861a3,early childhood longitudinal study
1dc85605-445f-450d-a7ea-f6cc6dd861a3,national assessment of educational progress
05364e30-5388-4025-984e-989a52d9e279,adni
05364e30-5388-4025-984e-989a52d9e279,alzheimer s disease neuroimaging initiative adni
bf9b74e5-4211-403b-a40e-5497e7ecff57,baltimore longitudinal study of aging
feccacb3-6506-4c49-b678-944ce9081a8e,survey of earned doctorates
0196956f-533b-404f-9eb3-217ee0038b3b,adni
0196956f-533b-404f-9eb3-217ee0038b3b,alzheimer s disease neuroimaging initiative adni
c971a80a-0a7a-4f8d-952f-0107ec874f8a,noaa tide gauge
1748f9db-e713-48c4-aee7-6f8765f6da57,baltimore longitudinal study of aging
1748f9db-e713-48c4-aee7-6f8765f6da57,baltimore longitudinal study of aging blsa
db48f4bc-e3ac-4697-9d53-cf899cb29a80,adni
db48f4bc-e3ac-4697-9d53-cf899cb29a80,e stats
8d3b8f4b-af34-4290-9662-841b0ce8da69,federal funds
8d3b8f4b-af34-4290-9662-841b0ce8da69,sea lake and overland surges from hurricanes
8d3b8f4b-af34-4290-9662-841b0ce8da69,sea lake and overland surges from hurricanes slosh model
8d3b8f4b-af34-4290-9662-841b0ce8da69,slosh model
abd257fe-4826-4663-b6a8-ece32532368c,census of agriculture
987c2f80-b406-40cd-8582-d92d3f724201,noaa tide gauge
63942851-15bf-494e-bc76-eeb5669e5961,common core of data
63942851-15bf-494e-bc76-eeb5669e5961,national center for education statistics common core of data
6dcc321b-8da7-4f84-a826-906985e09ff7,trends in international mathematics and science study
ed77fe89-b457-42f2-944b-344b6d29e976,national water level observation network
ed77fe89-b457-42f2-944b-344b6d29e976,noaa tide gauge
6f7fcec0-ef26-4b21-8ed9-1e9d3efbd0cc,adni
6f7fcec0-ef26-4b21-8ed9-1e9d3efbd0cc,alzheimer s disease neuroimaging initiative adni
8f581ace-aa9c-41fe-9ada-47bdcf58cc56,coastal change analysis program
8f581ace-aa9c-41fe-9ada-47bdcf58cc56,geographic location
aab5192e-cbb8-4a78-b667-219a2c1685ef,adni
aab5192e-cbb8-4a78-b667-219a2c1685ef,alzheimer s disease neuroimaging initiative adni
71a95210-5a27-4a08-bed3-82ab436455f3,baltimore longitudinal study of aging
71a95210-5a27-4a08-bed3-82ab436455f3,baltimore longitudinal study of aging blsa
8cb820ff-a4be-4d39-8c2b-c605b6c3396f,adni
8cb820ff-a4be-4d39-8c2b-c605b6c3396f,alzheimer s disease neuroimaging initiative adni
11f4f2b7-ba46-4ba5-ac8e-7bd1f079fbfe,trends in international mathematics and science study
cdbfcb39-2bd6-4742-bd4a-95c5723b026c,early childhood longitudinal study
cdbfcb39-2bd6-4742-bd4a-95c5723b026c,education longitudinal study
cdbfcb39-2bd6-4742-bd4a-95c5723b026c,national education longitudinal study
cdbfcb39-2bd6-4742-bd4a-95c5723b026c,trends in international mathematics and science study
955746b2-a6ae-4ae0-9745-9b83c99f66b2,adni
955746b2-a6ae-4ae0-9745-9b83c99f66b2,alzheimer s disease neuroimaging initiative adni
9366426e-b47c-41f0-9f2b-2f7f2538468c,adni
9366426e-b47c-41f0-9f2b-2f7f2538468c,alzheimer s disease neuroimaging initiative adni
8f8a9ce0-c292-47a0-836d-8593401da433,baltimore longitudinal study of aging
fe38059d-376c-4270-ab99-ab6b123b142e,baltimore longitudinal study of aging
fe38059d-376c-4270-ab99-ab6b123b142e,clinical laboratory improvement amendments
045ed57a-ee4d-4087-8695-a4ad467e6111,common core of data
045ed57a-ee4d-4087-8695-a4ad467e6111,national assessment of educational progress
045ed57a-ee4d-4087-8695-a4ad467e6111,nces common core of data
9a6e437b-2356-43e4-86d4-802281436476,adni
9a6e437b-2356-43e4-86d4-802281436476,alzheimer s disease neuroimaging initiative adni
b2504756-99fc-4e65-af8b-a25b4b2c6e4a,agricultural resource management survey
cb78c568-26a4-4e14-a0f9-81131605ae3d,adni
cb78c568-26a4-4e14-a0f9-81131605ae3d,alzheimer s disease neuroimaging initiative adni
df8909d5-9eab-47a2-a65b-3c6b5527efa7,rural urban continuum codes
b79ddb6d-7d31-4f7b-aa38-ecf3dce80a99,early childhood longitudinal study
b79ddb6d-7d31-4f7b-aa38-ecf3dce80a99,early childhood longitudinal study kindergarten class of 1998 99
b79ddb6d-7d31-4f7b-aa38-ecf3dce80a99,education longitudinal study
b79ddb6d-7d31-4f7b-aa38-ecf3dce80a99,national education longitudinal study
c1501569-a453-4395-b4f3-e491d314e2f4,adni
95a7a768-b18f-4e58-aa2b-ee99bc295ad7,agricultural resource management survey
0eb6307a-9006-46c9-a509-68b200035e8c,adni
0eb6307a-9006-46c9-a509-68b200035e8c,alzheimer s disease neuroimaging initiative adni
dd2ce0f9-e3b3-49fc-8491-b86abb793213,trends in international mathematics and science study
786b3493-3eca-4190-bcaf-ad14c9f6b654,baltimore longitudinal study of aging
3ea716cb-baf2-47cc-84ab-9deba1211631,continental margin
3ea716cb-baf2-47cc-84ab-9deba1211631,noaa tide gauge
c1c67e1e-3384-44cf-a02d-b41c2d07edd8,adni
a331c697-86a0-4d9c-a9cd-8fb2a49284bf,american community survey
a331c697-86a0-4d9c-a9cd-8fb2a49284bf,current population survey
a331c697-86a0-4d9c-a9cd-8fb2a49284bf,survey of doctorate recipients
d6ab465d-6103-4ad2-b7fd-4899724c628e,early childhood longitudinal study
d6ab465d-6103-4ad2-b7fd-4899724c628e,early childhood longitudinal study birth cohort
d6ab465d-6103-4ad2-b7fd-4899724c628e,high school and beyond
858d1c1a-3ca4-4a15-91e1-3f8259a66946,baccalaureate and beyond
858d1c1a-3ca4-4a15-91e1-3f8259a66946,baccalaureate and beyond longitudinal study
1a550b18-5a4e-4904-a3c2-f978a1044fa4,survey of doctorate recipients
423c0b74-2071-44ee-a4a2-7bf3f4aa1614,adni
423c0b74-2071-44ee-a4a2-7bf3f4aa1614,alzheimer s disease neuroimaging initiative adni
ca7b1987-9049-459a-b69e-5b82a2ce7e02,beginning postsecondary student
ca7b1987-9049-459a-b69e-5b82a2ce7e02,beginning postsecondary students
ca7b1987-9049-459a-b69e-5b82a2ce7e02,beginning postsecondary students longitudinal study
ca7b1987-9049-459a-b69e-5b82a2ce7e02,national postsecondary student aid study
ca7b1987-9049-459a-b69e-5b82a2ce7e02,postsecondary student aid study
ca7b1987-9049-459a-b69e-5b82a2ce7e02,postsecondary students longitudinal study
bac34ab0-6190-40c5-b56d-219d7e9e88d8,genome sequences of sars cov 2
06d3eccb-eb5c-47c4-90a9-f1eb8eb7f934,beginning postsecondary student
06d3eccb-eb5c-47c4-90a9-f1eb8eb7f934,beginning postsecondary students
b7961f50-31a3-4153-8ed6-26f942be044d,adni
b7961f50-31a3-4153-8ed6-26f942be044d,alzheimer s disease neuroimaging initiative adni
c67803da-0373-44e9-90dd-9822bc2e0ebc,rural urban continuum codes
ce272cef-39f7-4909-9843-30df661b9183,early childhood longitudinal study
ce272cef-39f7-4909-9843-30df661b9183,national assessment of educational progress
53d419db-1864-4f36-b62b-ed7b6c3851b9,north american breeding bird survey
90f6db7e-831e-4222-b701-594d646517df,county business patterns
90f6db7e-831e-4222-b701-594d646517df,population estimates
90f6db7e-831e-4222-b701-594d646517df,rural urban continuum codes
53f4c72c-c601-49f6-ac33-e5f2aacff682,baltimore longitudinal study of aging
53f4c72c-c601-49f6-ac33-e5f2aacff682,baltimore longitudinal study of aging blsa
2f989271-3e2a-48fd-8e02-711bec9a86b5,coastal change analysis program
ab739dc7-ca9b-45a5-ad73-e10f97d4f689,census of agriculture
e216bdad-ad96-434f-8447-b76887cc43ed,noaa tide gauge
cfcbc81b-b543-4a81-8a68-30ea3dcc2a95,survey of doctorate recipients
843c5629-7b51-4cc7-a1b5-7a62fdf36071,census of agriculture
6efc3dd4-0791-4a90-93ed-78e3df0f9bd2,baltimore longitudinal study of aging
15725791-40aa-4ee6-863d-4e9060e9b9fd,optimum interpolation sea surface temperature
9dc6aba9-f884-4d61-9a00-ba7e54db2a07,early childhood longitudinal study
8a126c9a-84a8-43b1-8921-988d33421d99,adni
8a126c9a-84a8-43b1-8921-988d33421d99,alzheimer s disease neuroimaging initiative adni
5ca2b00d-0e83-4934-85fd-177325bb7800,agricultural resource management survey
fb685f9e-030a-4717-b40e-c3b999ad8a75,agricultural resource management survey
fb685f9e-030a-4717-b40e-c3b999ad8a75,census of agriculture
fb685f9e-030a-4717-b40e-c3b999ad8a75,organic production
cb94ff7e-908f-47a4-bc7a-67b0d9b7b236,early childhood longitudinal study
6a767ac5-ca5c-462c-b32a-d7877a4ca9dd,north american breeding bird survey
a3c77c74-b367-4155-97a6-5dcdf7590fcd,baltimore longitudinal study of aging
a3c77c74-b367-4155-97a6-5dcdf7590fcd,baltimore longitudinal study of aging blsa
2f6af0bf-d636-4250-8a9d-da229e3365f2,adni
2f6af0bf-d636-4250-8a9d-da229e3365f2,alzheimer s disease neuroimaging initiative adni
a06a9c73-1f7c-4624-b929-d6e6ff17e596,census of agriculture
a06a9c73-1f7c-4624-b929-d6e6ff17e596,nass census of agriculture
f01b20f8-90a2-465f-83c7-3878cc3753f0,baltimore longitudinal study of aging
12661bce-7354-42ad-9b00-8079acd40f81,national water level observation network
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,common core of data
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,education longitudinal study
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,high school and beyond
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,national assessment of educational progress
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,national education longitudinal study
eeb43af0-f55d-4b53-8560-8b09f6e6eaf1,national education longitudinal study of 1988
9aeb7ec0-8ac0-4397-ae8b-0ec3b20bb5c7,adni
85a0dd6e-f181-4337-b8f8-09617bf44eae,world ocean database
c6bc4761-a5bb-4988-a149-61a126dcbf65,adni
c6bc4761-a5bb-4988-a149-61a126dcbf65,alzheimer s disease neuroimaging initiative adni
3da94aaf-f410-4d9e-a5e8-ad05142d4892,early childhood longitudinal study
3da94aaf-f410-4d9e-a5e8-ad05142d4892,early childhood longitudinal study birth cohort
3da94aaf-f410-4d9e-a5e8-ad05142d4892,program eligibility
9b192a3a-9470-4482-8a81-706d097d06f2,survey of earned doctorates
5c42f98e-4cce-43ff-8e84-8cadc407e50e,census of agriculture
641d15ec-060e-4a23-8de1-4ae5001a2b7d,census of agriculture
641d15ec-060e-4a23-8de1-4ae5001a2b7d,organic prices
7ca116ba-b5f0-4fbe-b195-029ad8c53156,noaa world ocean database
7ca116ba-b5f0-4fbe-b195-029ad8c53156,world ocean database
9bd05b23-4066-41ef-b4e8-2c48e728e746,adni
9bd05b23-4066-41ef-b4e8-2c48e728e746,alzheimer s disease neuroimaging initiative adni
ac348fa8-d264-47b3-86f3-d31566b6b491,trends in international mathematics and science study
66236b50-748c-49d3-9bb7-5d86d4a4f9d1,construction spending
66236b50-748c-49d3-9bb7-5d86d4a4f9d1,federal funds
66236b50-748c-49d3-9bb7-5d86d4a4f9d1,nsf survey of industrial research and development
66236b50-748c-49d3-9bb7-5d86d4a4f9d1,survey of industrial research and development
77b2f912-abaf-4f79-9298-f676997e9cdd,federal funds
77b2f912-abaf-4f79-9298-f676997e9cdd,sars cov 2 genome sequence
77b2f912-abaf-4f79-9298-f676997e9cdd,sars cov 2 genome sequences
48d97232-0523-4724-ad65-1e24cfdf6877,census of agriculture
48d97232-0523-4724-ad65-1e24cfdf6877,federal funds
b6dac0e2-6df9-4577-8bf9-cfe9da28b138,common core of data
b6dac0e2-6df9-4577-8bf9-cfe9da28b138,national assessment of education progress
b6dac0e2-6df9-4577-8bf9-cfe9da28b138,schools and staffing survey
1a69c4fc-031b-47da-bd13-6f62dd3d78dd,baltimore longitudinal study of aging
3dbc7f26-f11a-41db-a32e-387317c95651,early childhood longitudinal study
c463fe42-dc7d-47e2-a8b5-49e5b234fd2d,baltimore longitudinal study of aging
c463fe42-dc7d-47e2-a8b5-49e5b234fd2d,baltimore longitudinal study of aging blsa
2110ddf2-ba99-4693-9c64-d8e9166bf605,trends in international mathematics and science study
253e3e46-ae2f-444b-99d2-57f398d3d3ff,early childhood longitudinal study
253e3e46-ae2f-444b-99d2-57f398d3d3ff,national assessment of educational progress
57dcb4a8-9194-4167-8f73-5a626cdbcad5,genome sequence of sars cov 2
59a31316-b191-4d30-bd3f-79169e5fa6b9,our world in data
9fa9a3e4-9c42-4692-a0e3-4e364b8532e2,baltimore longitudinal study of aging
9fa9a3e4-9c42-4692-a0e3-4e364b8532e2,baltimore longitudinal study of aging blsa
f2dece7c-63f6-4564-a322-2c80034b1661,sars cov 2 genome sequence
f2dece7c-63f6-4564-a322-2c80034b1661,sars cov 2 genome sequences
12f9b6b4-ba57-4614-b9ac-a96950a1ef44,adni
12f9b6b4-ba57-4614-b9ac-a96950a1ef44,alzheimer s disease neuroimaging initiative adni
05004e80-e1d2-414c-9473-5e7b4b3840ff,baltimore longitudinal study of aging
05004e80-e1d2-414c-9473-5e7b4b3840ff,baltimore longitudinal study of aging blsa
b3d9c906-a062-4e62-88f4-3b4f4242ceac,sars cov 2 genome sequence
b3d9c906-a062-4e62-88f4-3b4f4242ceac,sars cov 2 genome sequences
8e9a3c07-fe97-48aa-9755-48c51e253a03,clinicaltrials gov
8e9a3c07-fe97-48aa-9755-48c51e253a03,genome sequence of sars cov 2
544fa40b-0f06-4aaa-97dd-ecb762473299,international data base
544fa40b-0f06-4aaa-97dd-ecb762473299,trends in international mathematics and science study
9899ec2c-fcfa-45ad-bc5d-fb3f7a25abfb,agricultural resource management survey
9899ec2c-fcfa-45ad-bc5d-fb3f7a25abfb,energy policy act
9899ec2c-fcfa-45ad-bc5d-fb3f7a25abfb,feed grains database
9899ec2c-fcfa-45ad-bc5d-fb3f7a25abfb,rice data
5b127141-0379-443a-8d9b-e9281630d43e,adni
5b127141-0379-443a-8d9b-e9281630d43e,alzheimer s disease neuroimaging initiative adni
44339037-7785-4d4d-b334-b47fd81b8b9e,covid 19 open research data
44339037-7785-4d4d-b334-b47fd81b8b9e,covid 19 open research dataset
44339037-7785-4d4d-b334-b47fd81b8b9e,covid 19 open research dataset cord 19
f223eeaa-9761-46b1-9dbc-30f0288ee353,baccalaureate and beyond
f223eeaa-9761-46b1-9dbc-30f0288ee353,baccalaureate and beyond longitudinal study
f223eeaa-9761-46b1-9dbc-30f0288ee353,common core of data
f223eeaa-9761-46b1-9dbc-30f0288ee353,national assessment of educational progress
f223eeaa-9761-46b1-9dbc-30f0288ee353,national center for education statistics schools and staffing survey
f223eeaa-9761-46b1-9dbc-30f0288ee353,national postsecondary student aid study
f223eeaa-9761-46b1-9dbc-30f0288ee353,national study of postsecondary faculty
f223eeaa-9761-46b1-9dbc-30f0288ee353,postsecondary student aid study
f223eeaa-9761-46b1-9dbc-30f0288ee353,schools and staffing survey
